81.81 C40 -4.46 1748.00 0.0018 2868.4 197.4 4263.6 1.0785 1.0431 0.8784 0.0011 0.0011 0.0011 4.2 0.9 0.7 1.034 1.187 1.228 1.246 0.674 0.646 0.194 1.148 156 250 33 12 18 68 1.0559 1.0419 0.9021 -0.0227 -0.0279 -0.0535 07/15/96
82.08 C41 -4.46 445.30 0.0008 3163.4 31.0 5488.1 1.0317 1.0255 0.9427 0.0005 0.0005 0.0005 10.5 0.8 0.7 1.006 1.088 1.094 1.106 0.866 0.860 0.072 1.081 122 213 354 7 8 79 1.0245 1.0299 0.9456 -0.0025 0.0021 -0.0152 07/15/96
82.59 C42 -4.46 450.40 0.0010 2754.6 64.3 4559.0 1.0410 1.0292 0.9299 0.0007 0.0007 0.0007 7.3 0.9 0.8 1.011 1.107 1.119 1.320 0.798 0.780 0.112 1.094 49 140 270 7 6 81 1.0341 1.0334 0.9325 0.0057 0.0165 0.0009 07/15/96
82.77 C43 -4.46 409.20 0.0007 2828.1 44.7 4794.6 1.0275 1.0208 0.9517 0.0004 0.0004 0.0004 8.8 0.9 0.8 1.007 1.073 1.080 1.089 0.830 0.824 0.092 1.066 358 89 190 13 3 76 1.0233 1.0207 0.9560 -0.0009 0.0028 0.0173 07/15/96
83.13 C44 -4.46 483.20 0.0011 1043.9 297.4 1090.3 1.0363 1.0085 0.9553 0.0007 0.0007 0.0007 3.4 1.8 1.2 1.028 1.056 1.085 1.086 0.332 0.314 0.414 1.027 72 215 340 12 75 9 0.9649 1.0266 1.0084 0.0243 0.0081 -0.0059 07/15/96
83.13 C44 -4.46 483.60 0.0010 1418.6 427.9 1445.6 1.0366 1.0080 0.9554 0.0006 0.0006 0.0006 2.9 1.6 1.0 1.028 1.055 1.085 1.086 0.314 0.295 0.428 1.026 72 216 340 13 75 9 0.9653 1.0266 1.0081 0.0246 0.0085 -0.0056 07/15/96
84.12 C46 -4.46 438.20 0.0009 3994.6 83.3 6661.6 1.0412 1.0299 0.9289 0.0006 0.0006 0.0006 6.4 0.7 0.7 1.011 1.109 1.121 1.134 0.809 0.799 0.106 1.097 65 335 161 2 15 75 1.0258 1.0385 0.9357 0.0064 -0.0079 -0.0241 07/15/96
84.77 C48 -4.46 566.30 0.0011 5549.1 3.7 10207.1 1.0551 1.0520 0.8929 0.0007 0.0007 0.0007 28.3 0.6 0.6 1.003 1.178 1.182 1.211 0.966 0.963 0.019 1.175 162 72 338 8 1 82 1.0521 1.0519 0.8960 0.0002 0.0083 -0.0205 07/15/96
85.13 C47 -4.46 488.60 0.0012 2166.8 55.7 3561.9 1.0437 1.0306 0.9256 0.0008 0.0008 0.0008 7.9 1.0 0.9 1.013 1.113 1.128 1.141 0.789 0.778 0.118 1.099 143 50 278 14 13 71 1.0383 1.0244 0.9373 -0.0045 0.0337 -0.0067 07/15/96
85.13 C49 -4.46 474.30 0.0009 7859.7 121.9 13339.7 1.0588 1.0447 0.8965 0.0006 0.0006 0.0006 5.3 0.5 0.5 1.014 1.165 1.181 1.203 0.838 0.825 0.091 1.150 290 199 29 2 12 78 1.0412 1.0556 0.9032 -0.0073 -0.0155 -0.0267 07/15/96
99.65 D3 -4.46 45.95 0.0006 425.0 1.5 761.9 1.0081 1.0072 0.9847 0.0004 0.0004 0.0004 40.4 2.1 2.1 1.001 1.023 1.024 1.027 0.917 0.916 0.043 1.022 84 175 344 2 13 77 1.0061 1.0081 0.9858 -0.0004 -0.0014 -0.0047 07/16/96
99.84 D5 -4.46 57.90 0.0004 1105.5 46.4 1741.4 1.0094 1.0059 0.9847 0.0002 0.0002 0.0002 8.6 1.4 1.2 1.003 1.022 1.025 1.027 0.722 0.719 0.151 1.018 274 183 66 7 4 82 1.0059 1.0090 0.9851 -0.0004 -0.0030 -0.0011 07/16/96
99.84 D5B -4.46 56.79 0.0005 685.9 11.4 1159.0 1.0091 1.0069 0.9840 0.0003 0.0003 0.0003 17.0 1.7 1.6 1.002 1.023 1.026 1.028 0.821 0.819 0.095 1.021 233 141 40 22 4 57 1.0056 1.0067 0.9877 -0.0007 -0.0059 -0.0066 07/16/96
99.92 D6 -4.46 58.49 0.0004 425.7 20.9 659.4 1.0072 1.0044 0.9885 0.0003 0.0003 0.0003 12.7 2.3 2.0 1.003 1.016 1.019 1.020 0.700 0.698 0.163 1.013 188 279 14 27 2 63 1.0035 1.0042 0.9923 -0.0005 -0.0017 -0.0074 07/16/96
100.03 D7 -4.46 62.33 0.0004 726.2 56.5 1061.2 1.0101 1.0053 0.9846 0.0003 0.0003 0.0003 7.8 1.8 1.5 1.005 1.021 1.026 1.028 0.629 0.625 0.207 1.016 224 133 16 10 5 79 1.0070 1.0074 0.9856 0.0021 -0.0017 -0.0044 07/16/96
100.32 D8 -4.46 80.97 0.0008 206.8 14.5 306.4 1.0093 1.0051 0.9856 0.0005 0.0005 0.0005 15.2 3.4 2.8 1.004 1.020 1.024 1.026 0.646 0.643 0.196 1.015 54 145 288 6 8 80 1.0065 1.0073 0.9862 0.0022 0.0035 -0.0007 07/16/96
100.53 D9 -4.46 77.18 0.0004 1006.0 313.6 1010.5 1.0132 1.0028 0.9841 0.0003 0.0003 0.0003 3.3 1.9 1.2 1.010 1.019 1.030 1.030 0.291 0.284 0.436 1.009 200 109 320 4 8 81 1.0117 1.0037 0.9846 0.0035 0.0016 -0.0029 07/16/96
100.73 D10 -4.46 69.91 0.0006 392.4 1.8 698.1 1.0077 1.0066 0.9857 0.0004 0.0004 0.0004 37.3 2.2 2.1 1.001 1.021 1.022 1.025 0.903 0.902 0.050 1.020 267 358 120 6 4 83 1.0066 1.0075 0.9860 0.0002 -0.0023 0.0012 07/16/96
100.99 D12 -4.46 63.97 0.0004 1064.4 98.7 1511.7 1.0120 1.0059 0.9821 0.0003 0.0003 0.0003 5.9 1.5 1.2 1.006 1.024 1.030 1.032 0.598 0.593 0.227 1.018 102 193 335 7 9 78 1.0053 1.0114 0.9832 -0.0008 -0.0027 -0.0045 07/16/96
101.20 D13 -4.46 70.48 0.0005 612.9 126.3 720.7 1.0122 1.0039 0.9840 0.0003 0.0003 0.0003 5.2 2.2 1.6 1.008 1.020 1.029 1.030 0.416 0.410 0.346 1.012 216 126 343 3 4 85 1.0092 1.0067 0.9841 0.0040 0.0003 -0.0020 07/16/96
101.33 D14 -4.46 63.67 0.0005 1195.7 99.7 1728.0 1.0139 1.0071 0.9790 0.0003 0.0003 0.0003 5.9 1.4 1.1 1.007 1.029 1.036 1.038 0.618 0.613 0.214 1.022 227 318 78 9 5 79 1.0101 1.0098 0.9801 0.0031 -0.0058 -0.0018 07/16/96
101.47 C50 -4.46 58.40 0.0006 1547.7 15.4 2683.4 1.0165 1.0132 0.9703 0.0004 0.0004 0.0004 14.7 1.1 1.1 1.003 1.044 1.048 1.053 0.862 0.859 0.073 1.041 164 254 64 2 13 77 1.0158 1.0118 0.9724 -0.0017 -0.0083 -0.0041 07/16/96
101.76 D17 -4.46 54.27 0.0003 5283.0 136.4 8682.0 1.0156 1.0109 0.9736 0.0002 0.0002 0.0002 5.0 0.6 0.6 1.005 1.038 1.043 1.047 0.781 0.777 0.118 1.034 138 47 298 11 4 78 1.0130 1.0117 0.9753 -0.0016 -0.0072 -0.0042 07/16/96
101.79 C51 -4.46 44.65 0.0005 1762.0 24.7 3006.2 1.0141 1.0108 0.9751 0.0003 0.0003 0.0003 11.7 1.1 1.0 1.003 1.037 1.040 1.044 0.837 0.834 0.087 1.033 160 70 322 6 2 84 1.0134 1.0111 0.9755 -0.0008 0.0024 -0.0033 07/17/96
102.02 C52 -4.46 70.85 0.0007 749.8 92.0 1009.1 1.0158 1.0069 0.9773 0.0004 0.0004 0.0004 6.1 1.9 1.4 1.009 1.030 1.039 1.041 0.543 0.536 0.262 1.021 100 10 210 1 2 88 1.0071 1.0156 0.9773 -0.0015 0.0006 -0.0008 07/17/96
102.09 D20 -4.46 51.86 0.0007 1147.9 57.2 1776.7 1.0179 1.0108 0.9712 0.0004 0.0004 0.0004 7.8 1.4 1.2 1.007 1.041 1.048 1.052 0.702 0.696 0.165 1.034 148 238 56 0 6 84 1.0158 1.0125 0.9717 -0.0034 -0.0035 -0.0024 07/17/96
102.17 D21 -4.46 1.38 0.0006 939.1 108.5 1279.8 1.0161 1.0072 0.9767 0.0004 0.0004 0.0004 5.7 1.7 1.3 1.009 1.031 1.040 1.042 0.556 0.549 0.254 1.022 112 21 281 13 2 77 1.0083 1.0130 0.9787 -0.0026 0.0084 -0.0020 07/17/96
102.29 C53 -4.46 64.66 0.0004 4212.9 69.3 7128.3 1.0168 1.0127 0.9705 0.0002 0.0002 0.0002 7.1 0.7 0.6 1.004 1.043 1.048 1.053 0.824 0.820 0.094 1.039 171 81 274 2 10 80 1.0167 1.0115 0.9718 -0.0005 0.0073 -0.0007 07/17/96
102.36 D23 -4.46 61.51 0.0008 884.2 9.4 1528.0 1.0180 1.0143 0.9677 0.0005 0.0005 0.0005 18.6 1.5 1.4 1.004 1.048 1.052 1.058 0.858 0.854 0.076 1.044 160 70 289 2 2 88 1.0175 1.0146 0.9678 -0.0011 0.0019 0.0008 07/17/96
102.39 C54 -4.46 53.90 0.0015 352.4 1.4 630.0 1.0196 1.0170 0.9634 0.0010 0.0010 0.0010 41.3 2.4 2.2 1.020 1.017 1.058 1.066 0.913 0.911 0.046 1.053 160 250 25 2 2 87 1.0192 1.0173 0.9635 -0.0008 -0.0011 -0.0024 07/17/96
102.44 E1 -4.46 50.91 0.0008 1066.5 19.2 1794.5 1.0186 1.0138 0.9676 0.0005 0.0005 0.0005 13.2 1.4 1.3 1.005 1.048 1.053 1.058 0.817 0.812 0.098 1.043 178 87 293 5 10 78 1.0183 1.0123 0.9695 0.0005 0.0083 -0.0040 07/17/96
102.51 E2 -4.46 58.10 0.0015 252.1 2.8 434.7 1.0166 1.0131 0.9703 0.0009 0.0009 0.0009 31.5 2.8 2.6 1.003 1.044 1.048 1.053 0.854 0.850 0.078 1.041 155 60 293 17 14 67 1.0147 1.0083 0.9769 0.0011 0.0144 -0.0068 07/17/96
102.56 C55 -4.46 55.00 0.0012 361.2 1.6 643.5 1.0162 1.0140 0.9698 0.0008 0.0008 0.0008 39.2 2.3 2.2 1.002 1.046 1.048 1.054 0.907 0.905 0.049 1.043 103 13 196 0 5 85 1.0138 1.0161 0.9702 -0.0006 0.0012 0.0040 07/17/96
102.76 C56B -4.46 31.26 0.0013 185.5 2.2 319.1 1.0132 1.0104 0.9765 0.0008 0.0008 0.0008 34.8 3.3 3.1 1.003 1.035 1.038 1.042 0.849 0.847 0.080 1.032 92 182 274 16 1 74 1.0103 1.0104 0.9793 0.0001 0.0097 -0.0007 07/17/96
102.88 E3 -4.46 46.62 0.0008 546.0 21.4 866.3 1.0144 1.0092 0.9763 0.0005 0.0005 0.0005 12.6 2.0 1.7 1.005 1.034 1.039 1.042 0.733 0.729 0.146 1.028 256 166 41 2 1 88 1.0095 1.0141 0.9764 0.0012 -0.0010 -0.0010 07/17/96
103.07 E4 -4.46 53.42 0.0011 336.8 4.3 577.2 1.0149 1.0116 0.9735 0.0007 0.0007 0.0007 26.4 2.5 2.3 1.003 1.039 1.042 1.047 0.844 0.841 0.083 1.036 304 214 70 4 6 83 1.0125 1.0133 0.9742 -0.0017 -0.0047 -0.0015 07/17/96
103.14 E5 -4.46 35.64 0.0012 279.8 0.7 505.7 1.0141 1.0127 0.9733 0.0008 0.0008 0.0008 51.9 2.6 2.5 1.001 1.040 1.042 1.048 0.932 0.931 0.035 1.039 193 102 315 3 4 85 1.0138 1.0126 0.9736 0.0005 0.0025 -0.0026 07/17/96
103.41 E6 -4.46 38.07 0.0009 578.7 2.5 1031.9 1.0151 1.0131 0.9719 0.0006 0.0006 0.0006 33.2 1.8 1.8 1.002 1.042 1.044 1.050 0.908 0.907 0.048 1.040 157 66 324 7 2 83 1.0143 1.0132 0.9725 -0.0004 0.0030 -0.0042 07/17/96
